epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1461.41,0.51757,0.40389,1.00715,0.89534,0.84915,0.88529,0.73968,0.69864,0.50343,1.15486,0.00113064,0.00113064,0.00113064
67,1483.47,0.51649,0.40503,1.01494,0.90594,0.85444,0.89124,0.74075,0.705,0.49811,1.16357,0.00112239,0.00112239,0.00112239
68,1505.21,0.51854,0.39433,1.0131,0.88737,0.8733,0.89162,0.73856,0.68857,0.50594,1.14961,0.00111414,0.00111414,0.00111414
69,1526.96,0.50879,0.40828,1.00854,0.88191,0.85456,0.88515,0.73253,0.69344,0.48697,1.14815,0.00110589,0.00110589,0.00110589
70,1548.97,0.50554,0.39081,1.01221,0.87886,0.85516,0.86481,0.71299,0.7,0.53604,1.15953,0.00109764,0.00109764,0.00109764
71,1570.76,0.50643,0.38249,1.00938,0.9092,0.85635,0.88127,0.73157,0.68506,0.49707,1.14426,0.00108938,0.00108938,0.00108938
72,1592.61,0.5176,0.39888,1.00714,0.90908,0.83735,0.8835,0.73283,0.70334,0.5241,1.15557,0.00108113,0.00108113,0.00108113
73,1614.58,0.50665,0.39685,1.00845,0.90309,0.86799,0.89037,0.73092,0.69858,0.50399,1.16519,0.00107288,0.00107288,0.00107288
74,1636.23,0.49809,0.3937,1.01153,0.91033,0.87676,0.90559,0.74227,0.68792,0.47832,1.13865,0.00106463,0.00106463,0.00106463
75,1657.94,0.51589,0.40147,1.01753,0.90883,0.85345,0.8895,0.74252,0.67513,0.49122,1.14577,0.00105638,0.00105638,0.00105638
76,1679.98,0.50142,0.39553,1.01011,0.88555,0.8588,0.89698,0.74812,0.67997,0.48188,1.15345,0.00104813,0.00104813,0.00104813
77,1701.72,0.50684,0.39161,1.00492,0.91075,0.84606,0.89212,0.7384,0.70396,0.53111,1.15896,0.00103987,0.00103987,0.00103987
78,1723.46,0.5017,0.38193,1.00271,0.90069,0.83575,0.88344,0.73135,0.69765,0.53423,1.14839,0.00103162,0.00103162,0.00103162
79,1745.53,0.50907,0.39051,1.01821,0.91958,0.86453,0.90038,0.73945,0.69355,0.50623,1.15141,0.00102337,0.00102337,0.00102337
80,1767.19,0.50557,0.39269,1.01004,0.91083,0.84159,0.88183,0.7393,0.68858,0.50237,1.14634,0.00101512,0.00101512,0.00101512
81,1789.09,0.49958,0.39146,1.01145,0.92827,0.83079,0.88665,0.73216,0.69078,0.50969,1.15362,0.00100687,0.00100687,0.00100687
82,1811.22,0.50619,0.40034,1.00724,0.89934,0.86291,0.89604,0.74287,0.69562,0.50194,1.14897,0.000998616,0.000998616,0.000998616
83,1832.88,0.50831,0.40006,1.01148,0.90669,0.86948,0.89244,0.7366,0.70816,0.4877,1.17534,0.000990365,0.000990365,0.000990365
84,1854.61,0.51059,0.38778,1.0123,0.92375,0.84937,0.89615,0.7411,0.69097,0.49734,1.15675,0.000982113,0.000982113,0.000982113
85,1876.58,0.50786,0.39243,1.02227,0.93207,0.85587,0.88756,0.73444,0.6914,0.4819,1.15123,0.000973861,0.000973861,0.000973861
86,1898.41,0.5048,0.38125,1,0.93073,0.8543,0.88874,0.73882,0.6955,0.47716,1.16347,0.00096561,0.00096561,0.00096561
87,1920.04,0.50685,0.38688,1.01533,0.90557,0.86605,0.88535,0.73625,0.68184,0.48577,1.14165,0.000957358,0.000957358,0.000957358
88,1942.02,0.50515,0.37699,1.00417,0.91591,0.87694,0.89241,0.74631,0.66994,0.4667,1.1286,0.000949106,0.000949106,0.000949106
89,1963.82,0.4937,0.38464,1.01272,0.88821,0.87208,0.88836,0.74317,0.68203,0.48282,1.14514,0.000940855,0.000940855,0.000940855
90,1985.61,0.5002,0.38416,0.99537,0.87385,0.8771,0.90091,0.7517,0.6801,0.47454,1.13565,0.000932603,0.000932603,0.000932603
91,2007.54,0.51204,0.38359,1.00753,0.8915,0.85881,0.89708,0.74956,0.68324,0.46642,1.12419,0.000924352,0.000924352,0.000924352
92,2029.69,0.51509,0.39151,1.00866,0.89148,0.87767,0.89589,0.75084,0.67957,0.48861,1.14092,0.0009161,0.0009161,0.0009161
93,2051.38,0.49662,0.38675,1.00307,0.89955,0.86701,0.89304,0.73363,0.69763,0.48208,1.16337,0.000907848,0.000907848,0.000907848
94,2073.35,0.51075,0.40936,1.01386,0.89728,0.84681,0.88309,0.73954,0.68031,0.48075,1.13636,0.000899597,0.000899597,0.000899597
95,2095.25,0.50589,0.39264,1.00512,0.92279,0.84815,0.90112,0.7486,0.67649,0.47289,1.14014,0.000891345,0.000891345,0.000891345
96,2117,0.49097,0.38104,0.99496,0.91781,0.87582,0.90863,0.75906,0.6698,0.45455,1.13359,0.000883093,0.000883093,0.000883093
97,2139.08,0.50852,0.38903,1.0172,0.8838,0.88069,0.89802,0.74284,0.67302,0.4766,1.13452,0.000874842,0.000874842,0.000874842
98,2160.91,0.49423,0.37784,0.99409,0.91651,0.85317,0.89644,0.74899,0.69229,0.46691,1.15524,0.00086659,0.00086659,0.00086659
99,2182.63,0.49769,0.38383,0.9982,0.93213,0.84638,0.90301,0.74981,0.68956,0.45961,1.13976,0.000858338,0.000858338,0.000858338
100,2204.58,0.48218,0.36848,0.99582,0.89999,0.86482,0.90237,0.74401,0.6899,0.45623,1.1487,0.000850087,0.000850087,0.000850087
101,2226.39,0.49456,0.37096,0.99196,0.90733,0.8499,0.8994,0.75041,0.67502,0.44827,1.14099,0.000841835,0.000841835,0.000841835
102,2248.21,0.48284,0.37821,0.99425,0.88758,0.89009,0.90031,0.75018,0.67721,0.44266,1.13995,0.000833583,0.000833583,0.000833583
103,2270.06,0.4975,0.38534,1.00942,0.88625,0.85223,0.89519,0.75005,0.66962,0.45477,1.13737,0.000825332,0.000825332,0.000825332
104,2291.96,0.4968,0.37639,0.99937,0.90351,0.86325,0.895,0.74655,0.68534,0.47682,1.15388,0.00081708,0.00081708,0.00081708
105,2313.69,0.494,0.37134,1.0112,0.89982,0.85687,0.89326,0.7482,0.68202,0.46835,1.14292,0.000808828,0.000808828,0.000808828
106,2335.58,0.48657,0.36942,1.00562,0.92202,0.86496,0.87875,0.73011,0.68986,0.49998,1.1562,0.000800577,0.000800577,0.000800577
107,2357.49,0.48188,0.36713,1.0093,0.89961,0.88396,0.89928,0.74933,0.68663,0.49646,1.1499,0.000792325,0.000792325,0.000792325
108,2379.23,0.47262,0.37172,0.99378,0.92545,0.83176,0.88596,0.73645,0.6781,0.48115,1.14282,0.000784073,0.000784073,0.000784073
109,2400.99,0.49393,0.37413,0.9935,0.93772,0.86073,0.89096,0.73453,0.67842,0.4785,1.13823,0.000775822,0.000775822,0.000775822
110,2423,0.4728,0.36589,0.98761,0.91307,0.86084,0.88364,0.73725,0.6698,0.48987,1.14033,0.00076757,0.00076757,0.00076757
111,2444.76,0.47301,0.36039,0.9796,0.92988,0.85732,0.89254,0.74547,0.67175,0.45893,1.14356,0.000759318,0.000759318,0.000759318
112,2466.52,0.47703,0.37137,0.99817,0.87739,0.87182,0.89252,0.74752,0.67803,0.4913,1.14053,0.000751067,0.000751067,0.000751067
113,2488.5,0.4846,0.37316,1.00131,0.90104,0.86811,0.88731,0.74696,0.6714,0.49351,1.1332,0.000742815,0.000742815,0.000742815
114,2510.23,0.47886,0.3662,1.00999,0.92765,0.87139,0.88841,0.74418,0.66379,0.48091,1.11714,0.000734564,0.000734564,0.000734564
115,2531.96,0.46318,0.34672,0.9736,0.90218,0.87239,0.88792,0.74418,0.66066,0.47875,1.11267,0.000726312,0.000726312,0.000726312
116,2553.99,0.4685,0.36145,0.99076,0.92007,0.86917,0.89737,0.754,0.66588,0.4634,1.12866,0.00071806,0.00071806,0.00071806
117,2575.72,0.46478,0.36488,0.97224,0.92647,0.86174,0.89083,0.73802,0.67534,0.47588,1.13772,0.000709809,0.000709809,0.000709809
118,2597.45,0.46343,0.35443,0.98253,0.91047,0.87094,0.89277,0.73837,0.68129,0.46961,1.15252,0.000701557,0.000701557,0.000701557
119,2619.53,0.46267,0.3549,0.99177,0.9072,0.85663,0.89962,0.75307,0.67099,0.46627,1.14065,0.000693305,0.000693305,0.000693305
120,2641.3,0.45792,0.3483,0.97612,0.94388,0.84336,0.891,0.7505,0.67081,0.46467,1.13256,0.000685054,0.000685054,0.000685054
121,2663.01,0.45809,0.36129,0.9818,0.93291,0.84236,0.89287,0.74408,0.66766,0.47283,1.13767,0.000676802,0.000676802,0.000676802
122,2685.06,0.47525,0.36008,0.98531,0.93552,0.86237,0.89549,0.74958,0.67022,0.45973,1.13892,0.00066855,0.00066855,0.00066855
123,2706.81,0.46891,0.35576,0.99382,0.92025,0.86305,0.89113,0.74701,0.67131,0.47309,1.1355,0.000660299,0.000660299,0.000660299
124,2728.7,0.46629,0.36302,0.98223,0.92788,0.85848,0.9031,0.75636,0.67186,0.46284,1.13072,0.000652047,0.000652047,0.000652047
125,2750.68,0.44815,0.34619,0.98096,0.90816,0.85458,0.89778,0.75065,0.66268,0.45559,1.12312,0.000643795,0.000643795,0.000643795
126,2772.39,0.46345,0.35315,0.98511,0.93812,0.8543,0.90047,0.75049,0.67071,0.46855,1.12586,0.000635544,0.000635544,0.000635544
127,2794.08,0.46954,0.34729,0.99133,0.90369,0.85926,0.89487,0.74851,0.68207,0.4943,1.13363,0.000627292,0.000627292,0.000627292
128,2816.4,0.44881,0.34308,0.97773,0.91902,0.85331,0.89717,0.74916,0.66403,0.4628,1.13838,0.00061904,0.00061904,0.00061904
