epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,718.777,1.07134,1.05915,1.49173,0.8343,0.78606,0.81902,0.62524,0.94574,0.87354,1.37128,0.000643795,0.000643795,0.000643795
33,740.828,1.0652,1.04817,1.4669,0.79432,0.76284,0.81686,0.62671,0.9141,0.86196,1.34424,0.000610789,0.000610789,0.000610789
34,762.832,1.04293,1.04091,1.46517,0.85647,0.76806,0.81441,0.63333,0.92212,0.79863,1.3629,0.000577782,0.000577782,0.000577782
35,784.664,1.02653,1.0402,1.44009,0.87446,0.77167,0.82791,0.64244,0.89489,0.82665,1.35003,0.000544776,0.000544776,0.000544776
36,806.654,1.00557,0.99455,1.43222,0.86642,0.7967,0.82938,0.64447,0.91178,0.81784,1.35193,0.000511769,0.000511769,0.000511769
37,828.626,0.99892,0.9908,1.42698,0.87572,0.74264,0.82115,0.63163,0.90622,0.79995,1.33862,0.000478762,0.000478762,0.000478762
38,850.458,1.01992,0.97256,1.4188,0.8513,0.81052,0.83407,0.64781,0.89087,0.75938,1.33873,0.000445756,0.000445756,0.000445756
39,872.453,0.98561,0.93863,1.39387,0.87245,0.78487,0.83707,0.65438,0.86962,0.73109,1.31657,0.000412749,0.000412749,0.000412749
40,894.663,0.96262,0.91666,1.3935,0.85886,0.79526,0.83709,0.65531,0.85141,0.75569,1.30934,0.000379743,0.000379743,0.000379743
41,920.242,0.8412,0.80853,1.29008,0.87054,0.81658,0.84281,0.65354,0.88019,0.73689,1.31804,0.000346736,0.000346736,0.000346736
42,942.158,0.83082,0.77803,1.27289,0.85765,0.79977,0.84309,0.67303,0.85035,0.70937,1.3041,0.000313729,0.000313729,0.000313729
43,964.022,0.79894,0.76574,1.26091,0.86524,0.80598,0.83738,0.66188,0.85452,0.71758,1.3045,0.000280723,0.000280723,0.000280723
44,986.006,0.77709,0.72315,1.23848,0.86837,0.8241,0.83493,0.65803,0.83089,0.71502,1.28028,0.000247716,0.000247716,0.000247716
45,1007.98,0.78234,0.70259,1.24363,0.91302,0.79014,0.85104,0.68051,0.8268,0.68065,1.27233,0.00021471,0.00021471,0.00021471
46,1029.96,0.77719,0.68225,1.22243,0.8782,0.80606,0.84206,0.67666,0.81847,0.6732,1.26936,0.000181703,0.000181703,0.000181703
47,1051.72,0.7511,0.68888,1.22018,0.86836,0.8252,0.84151,0.67277,0.81996,0.68376,1.25977,0.000148696,0.000148696,0.000148696
48,1073.65,0.73066,0.67613,1.19762,0.86704,0.81891,0.84382,0.67972,0.80431,0.66852,1.2516,0.00011569,0.00011569,0.00011569
49,1096,0.72712,0.65204,1.19508,0.88003,0.81016,0.84599,0.67918,0.80279,0.65711,1.24815,8.26832e-05,8.26832e-05,8.26832e-05
50,1117.74,0.71358,0.64711,1.18287,0.87477,0.82915,0.84856,0.67984,0.79996,0.65251,1.24625,4.96766e-05,4.96766e-05,4.96766e-05
