epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,569.354,0.41172,0.31531,0.94919,0.92208,0.84023,0.87875,0.74343,0.64997,0.46115,1.12193,0.00108938,0.00108938,0.00108938
37,585.127,0.39169,0.289,0.94148,0.92732,0.83764,0.90471,0.77517,0.63833,0.42781,1.11595,0.00107288,0.00107288,0.00107288
38,600.952,0.40896,0.29778,0.94305,0.90543,0.87688,0.89485,0.74877,0.65136,0.4463,1.11651,0.00105638,0.00105638,0.00105638
39,616.848,0.40804,0.30778,0.93457,0.86964,0.88199,0.89793,0.75381,0.64554,0.4463,1.12198,0.00103987,0.00103987,0.00103987
40,632.716,0.39887,0.30722,0.93966,0.8877,0.89039,0.90527,0.75925,0.65167,0.4451,1.12816,0.00102337,0.00102337,0.00102337
41,648.507,0.4102,0.30642,0.94473,0.89264,0.84801,0.8829,0.74599,0.65132,0.47036,1.12899,0.00100687,0.00100687,0.00100687
42,664.269,0.39701,0.28909,0.9335,0.89525,0.87506,0.90289,0.758,0.64663,0.44384,1.13202,0.000990365,0.000990365,0.000990365
43,680.038,0.38601,0.27979,0.93945,0.92154,0.85034,0.89672,0.75832,0.64583,0.44577,1.13352,0.000973861,0.000973861,0.000973861
44,696.037,0.40032,0.30485,0.93811,0.92886,0.85881,0.90449,0.76193,0.64021,0.44299,1.11678,0.000957358,0.000957358,0.000957358
45,711.847,0.40564,0.29279,0.94526,0.91722,0.86934,0.89505,0.75464,0.64324,0.43521,1.1235,0.000940855,0.000940855,0.000940855
46,727.62,0.39458,0.29379,0.93404,0.92557,0.86319,0.89415,0.75582,0.63897,0.4522,1.11462,0.000924352,0.000924352,0.000924352
47,743.397,0.37887,0.28181,0.93892,0.89127,0.86285,0.87564,0.74029,0.64484,0.47188,1.11798,0.000907848,0.000907848,0.000907848
48,759.239,0.40246,0.30016,0.92503,0.93223,0.84228,0.89424,0.75301,0.65495,0.45782,1.11738,0.000891345,0.000891345,0.000891345
49,775.01,0.39407,0.29094,0.93476,0.91041,0.86025,0.8895,0.75402,0.6346,0.43847,1.11369,0.000874842,0.000874842,0.000874842
50,790.801,0.39992,0.2958,0.93573,0.89694,0.85999,0.88781,0.74593,0.6478,0.47471,1.11532,0.000858338,0.000858338,0.000858338
51,806.584,0.38043,0.28363,0.9314,0.91364,0.85151,0.88786,0.75367,0.65183,0.46408,1.13403,0.000841835,0.000841835,0.000841835
52,822.462,0.3847,0.28474,0.93696,0.90957,0.84812,0.89045,0.75368,0.64996,0.4772,1.13393,0.000825332,0.000825332,0.000825332
53,838.24,0.39633,0.29181,0.94262,0.89799,0.85472,0.89,0.75085,0.65204,0.45861,1.14625,0.000808828,0.000808828,0.000808828
54,854.03,0.37167,0.27581,0.92496,0.91976,0.85677,0.89364,0.7514,0.64911,0.45993,1.13397,0.000792325,0.000792325,0.000792325
55,869.838,0.38685,0.28451,0.93792,0.91672,0.86714,0.89715,0.75797,0.64946,0.45043,1.14103,0.000775822,0.000775822,0.000775822
56,885.821,0.37888,0.27689,0.92599,0.91299,0.86485,0.88255,0.74064,0.64135,0.46186,1.11562,0.000759318,0.000759318,0.000759318
57,901.64,0.38498,0.2766,0.9347,0.92229,0.85877,0.89615,0.75943,0.63485,0.45575,1.10986,0.000742815,0.000742815,0.000742815
58,917.462,0.38425,0.28367,0.93504,0.90048,0.86934,0.89362,0.75518,0.64671,0.45048,1.1323,0.000726312,0.000726312,0.000726312
59,933.258,0.38508,0.27806,0.93448,0.9058,0.86715,0.89263,0.75913,0.63555,0.44668,1.11934,0.000709809,0.000709809,0.000709809
60,949.12,0.36952,0.2783,0.92345,0.92528,0.87576,0.89911,0.75617,0.64795,0.43869,1.13263,0.000693305,0.000693305,0.000693305
61,964.947,0.35596,0.2666,0.91698,0.92055,0.8769,0.89259,0.75346,0.6338,0.45653,1.11791,0.000676802,0.000676802,0.000676802
62,980.78,0.37195,0.27366,0.92094,0.92659,0.87655,0.89483,0.75716,0.63306,0.44237,1.11879,0.000660299,0.000660299,0.000660299
63,996.562,0.37216,0.27862,0.9309,0.94046,0.85239,0.8984,0.75787,0.64144,0.44538,1.12868,0.000643795,0.000643795,0.000643795
64,1012.49,0.35887,0.26604,0.91956,0.9307,0.83667,0.88852,0.75255,0.64128,0.46285,1.11886,0.000627292,0.000627292,0.000627292
65,1028.65,0.35274,0.26075,0.91561,0.92362,0.85678,0.89239,0.75746,0.6349,0.44356,1.12088,0.000610789,0.000610789,0.000610789
66,1044.65,0.3592,0.26064,0.92429,0.91786,0.87071,0.89062,0.75415,0.64034,0.44844,1.12358,0.000594286,0.000594286,0.000594286
67,1060.59,0.36413,0.26806,0.91965,0.92094,0.85267,0.88438,0.74665,0.64845,0.46286,1.13586,0.000577782,0.000577782,0.000577782
68,1076.42,0.35376,0.25891,0.9291,0.91525,0.8651,0.88664,0.76009,0.63184,0.44877,1.12707,0.000561279,0.000561279,0.000561279
69,1092.26,0.36105,0.26727,0.91743,0.92315,0.85675,0.89025,0.75334,0.62844,0.44965,1.12298,0.000544776,0.000544776,0.000544776
70,1108.37,0.3675,0.27073,0.92074,0.92455,0.86009,0.88756,0.75321,0.63186,0.44135,1.12028,0.000528272,0.000528272,0.000528272
71,1124.31,0.35492,0.2637,0.92421,0.89666,0.85044,0.88273,0.75224,0.6347,0.47423,1.12193,0.000511769,0.000511769,0.000511769
72,1140.07,0.35392,0.26187,0.91352,0.88362,0.86934,0.88671,0.75175,0.63011,0.45717,1.12093,0.000495266,0.000495266,0.000495266
73,1155.93,0.35126,0.2582,0.91249,0.88695,0.87153,0.88458,0.75773,0.62955,0.45848,1.12286,0.000478762,0.000478762,0.000478762
74,1171.72,0.35314,0.25008,0.91733,0.92159,0.85663,0.89461,0.75693,0.6274,0.45563,1.12029,0.000462259,0.000462259,0.000462259
75,1187.51,0.34204,0.2536,0.91649,0.90443,0.86008,0.89497,0.75964,0.63235,0.4394,1.1169,0.000445756,0.000445756,0.000445756
76,1203.28,0.34403,0.25209,0.91221,0.89479,0.85367,0.88846,0.75544,0.62433,0.47154,1.11539,0.000429253,0.000429253,0.000429253
77,1219.3,0.34994,0.26516,0.90703,0.90166,0.88172,0.9003,0.76455,0.62758,0.45527,1.12348,0.000412749,0.000412749,0.000412749
78,1235.09,0.34818,0.25417,0.90907,0.89552,0.86576,0.89691,0.76204,0.62765,0.44555,1.12313,0.000396246,0.000396246,0.000396246
79,1250.89,0.34959,0.25877,0.91921,0.90976,0.86305,0.8944,0.76259,0.62237,0.43591,1.11534,0.000379743,0.000379743,0.000379743
80,1266.68,0.33381,0.25131,0.9104,0.90614,0.87443,0.89518,0.76052,0.62384,0.43442,1.12038,0.000363239,0.000363239,0.000363239
81,1282.57,0.34863,0.25436,0.92301,0.89623,0.88648,0.90316,0.76307,0.62331,0.42438,1.11431,0.000346736,0.000346736,0.000346736
82,1298.41,0.34614,0.25984,0.91161,0.9249,0.85239,0.90198,0.76644,0.62408,0.4368,1.11509,0.000330233,0.000330233,0.000330233
83,1314.24,0.33775,0.24785,0.9191,0.93266,0.84815,0.89723,0.76389,0.61938,0.4368,1.11281,0.000313729,0.000313729,0.000313729
84,1330.01,0.34403,0.25794,0.91419,0.91346,0.85458,0.89251,0.7605,0.62093,0.4539,1.11392,0.000297226,0.000297226,0.000297226
85,1345.9,0.3397,0.25372,0.91668,0.9252,0.8502,0.89778,0.75989,0.6199,0.44789,1.11367,0.000280723,0.000280723,0.000280723
86,1361.75,0.32919,0.24897,0.91259,0.91832,0.85495,0.89881,0.75875,0.6248,0.44011,1.11629,0.00026422,0.00026422,0.00026422
87,1377.59,0.33518,0.24802,0.909,0.89165,0.87986,0.90401,0.76089,0.62228,0.43408,1.12156,0.000247716,0.000247716,0.000247716
88,1393.38,0.33828,0.2533,0.91504,0.91169,0.86592,0.89933,0.75975,0.62738,0.43209,1.12362,0.000231213,0.000231213,0.000231213
89,1409.36,0.32015,0.24116,0.91112,0.93659,0.84498,0.90164,0.76705,0.6235,0.42647,1.11988,0.00021471,0.00021471,0.00021471
90,1425.22,0.33743,0.25318,0.91239,0.91597,0.85444,0.90072,0.76647,0.622,0.42709,1.1233,0.000198206,0.000198206,0.000198206
91,1444.62,0.26776,0.19173,0.83878,0.89235,0.87986,0.89251,0.758,0.62384,0.43072,1.1273,0.000181703,0.000181703,0.000181703
92,1460.27,0.25487,0.18521,0.82477,0.89788,0.87535,0.89392,0.76199,0.62321,0.43786,1.11901,0.0001652,0.0001652,0.0001652
93,1476.02,0.25104,0.18316,0.82387,0.89808,0.87986,0.90145,0.76209,0.62264,0.43277,1.11767,0.000148696,0.000148696,0.000148696
94,1491.72,0.2558,0.18529,0.83655,0.89297,0.88587,0.90284,0.76381,0.62834,0.43639,1.12028,0.000132193,0.000132193,0.000132193
95,1507.46,0.25505,0.18029,0.83306,0.92247,0.86948,0.90437,0.76829,0.62387,0.42844,1.117,0.00011569,0.00011569,0.00011569
96,1523.2,0.26018,0.18693,0.83655,0.91899,0.87139,0.90415,0.76662,0.62215,0.42575,1.11777,9.91865e-05,9.91865e-05,9.91865e-05
97,1538.91,0.25155,0.18091,0.83167,0.91839,0.87064,0.90184,0.76574,0.6172,0.42487,1.11666,8.26832e-05,8.26832e-05,8.26832e-05
98,1554.7,0.25137,0.18008,0.82757,0.91463,0.86715,0.90239,0.76652,0.62033,0.42325,1.11646,6.61799e-05,6.61799e-05,6.61799e-05
99,1570.54,0.2484,0.17854,0.83213,0.92168,0.85396,0.90288,0.77003,0.61811,0.42266,1.11558,4.96766e-05,4.96766e-05,4.96766e-05
100,1586.24,0.246,0.17315,0.82841,0.92601,0.85366,0.89907,0.76906,0.61892,0.4247,1.11628,3.31733e-05,3.31733e-05,3.31733e-05
